live/beta,desease,status,model_output,symptoms
beta,AS/AI,pass,"Ischemia, AS/AI","Intermittent, Tightness, Nitrate relief, Central, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age>65, HTN (Hypertension), HR>100 (heart rate greater than 100), JVD> 4cm (jugular venous distension greater than 4 centimeters), Diaphoresis, CTA (Computed Tomography Angiography)"
beta,MS,pass,"MS, CHF","Weeks, Days, Tender, Fleeting, Musculoskeletal, Age>65, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,PE,pass,"PE, Pericarditis","Stabbing, Radiates, Sharp, Severe, Coagulopathy, Age<40, Bed ridden, Pleural Rub, RR>20 (respiratory rate is greater than 20), R S3, O2sat < 90 (oxygen saturation level is less than 90)"
beta,MS,pass,"MS, GI","Days, Ache, Intermittent, Sharp, Musculoskeletal, Age<30, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Aortic Dissection,pass,"Aortic Dissection, Eso rupture","Central, Radiates, Minutes, Tearing, Aortic dissection, Age<20, TOB (Tobacco), HR>100 (heart rate greater than 100), Un= pulses (unequal pulse), Sbp< 100 (systolic blood pressure is less than 100), Murmur Diastolic"
beta,PE,pass,"PE, Pericarditis","Sharp, Pressure, Onset at rest, Severe, Coagulopathy, Age<60, Travel, Sbp< 100 (systolic blood pressure is less than 100), Diaphoresis, Pleural Rub, O2sat < 90 (oxygen saturation level is less than 90)"
beta,Pulmonary,pass,"Pulmonary, Pericarditis","Persistent, Subacute, Days, Short of breath, COPD (Chronic obstructive pulmonary disease), Age<50, HLD (Hyperlipidemia), HR>100 (heart rate greater than 100), Diaphoresis, RR>20 (respiratory rate is greater than 20), O2sat < 90 (oxygen saturation level is less than 90)"
beta,Pericarditis,pass,"Pericarditis, PE","Improvement with Bending, Pressure, Onset at rest, Pleuritic, Pericarditis, Age>65, CP1Day (cytopathologists), JVD> 4cm (jugular venous distension greater than 4 centimeters), Pericardial rub, RR>20 (respiratory rate is greater than 20), T>100.4 (temperature is greater than 100.4)"
beta,Pulmonary,pass,"Pulmonary, PE","Days, Short of breath, Cough, Fever, COPD (Chronic obstructive pulmonary disease), Age<40, HLD (Hyperlipidemia), O2sat < 90 (oxygen saturation level is less than 90), Diaphoresis, HR>100 (heart rate greater than 100), Pleural Rub"
beta,Eso rupture,pass,"Eso rupture, Aortic Dissection","Localised, Stomach, Boring, Ripping, G.I. (gastrointestinal), Age>65, CP1Day (cytopathologists), Sbp< 100 (systolic blood pressure is less than 100), Abd tender (Abdominal tender), RR>20 (respiratory rate is greater than 20), Diaphoresis"
beta,AS/AI,pass,"AS/AI, CHF","Intermittent, Weeks, Exertional, Retrosternal, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<20, HLD (Hyperlipidemia), Murmur systolic, Low carotid puls, Rales, S3"
beta,Ischemia,pass,"Infarct, Ischemia","Sweating, Radiates, Exertional, Sudden, Infarct, Age<30, DM (Diabetes mellitus), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,GI,pass,"GI, Eso rupture","Eating, Retrosternal, Vomiting, Right side, G.I. (gastrointestinal), Age<60, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,GI,pass,"GI, Eso rupture","Eating, Dull, Onset at rest, Persistent, G.I. (gastrointestinal), Age<60, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,AS/AI,pass,"AS/AI, Ischemia","Exertional, Subacute, Dull, Intermittent, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<30, HLD (Hyperlipidemia), Diaphoresis, Murmur Diastolic, CTA (Computed Tomography Angiography), Murmur systolic"
beta,CHF,pass,"CHF, Pulmonary","Cough, Exertional, Subacute, Gradual, CHF (congestive heart failure), Age<60, CP1Day (cytopathologists), JVD> 4cm (jugular venous distension greater than 4 centimeters), Rales, RR>20 (respiratory rate is greater than 20), S3"
beta,Aortic Dissection,pass,"Aortic Dissection, Eso rupture","Tearing, Ripping, Splitting, Gripping, Aortic dissection, Age>65, HTN (Hypertension), Murmur Diastolic, HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100), Sbp>140 (systolic blood pressure is greater than 140)"
beta,AS/AI,pass,"AS/AI, Ischemia","Nitrate relief, Syncope, Squeezing, Diffuse, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<30, HTN (Hypertension), Diaphoresis, Murmur Diastolic, HR>100 (heart rate greater than 100), Rales"
beta,Pericarditis,pass,"Pericarditis, GI","Central, Dull, Pleuritic, Positional, Pericarditis, Age<60, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), T>100.4 (temperature is greater than 100.4), Diaphoresis, Pericardial rub"
beta,AS/AI,pass,"AS/AI, CHF","Left side, Short of breath, Subacute, Intermittent, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<40, HTN (Hypertension), Low carotid puls, S3, JVD> 4cm (jugular venous distension greater than 4 centimeters), HR>100 (heart rate greater than 100)"
beta,MS,pass,"MS, GI","Right side, Seconds, Persistent, Fleeting, Musculoskeletal, Age<40, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,GI,pass,"GI, Aortic Dissection","Minutes, Boring, Ache, Stomach, G.I. (gastrointestinal), Age<40, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,Eso rupture,pass,"Eso rupture, Infarct","Nausea, Sweating, Vomiting, Onset at rest, Crepitus, Age<40, Trauma, Abd tender (Abdominal tender), RR>20 (respiratory rate is greater than 20), Diaphoresis, Sbp< 100 (systolic blood pressure is less than 100)"
beta,Pericarditis,pass,"Pericarditis, Infarct","Pressure, Burning, Central, Squeezing, Auto immune, Age>65, CP1Day (cytopathologists), JVD> 4cm (jugular venous distension greater than 4 centimeters), Diaphoresis, Pericardial rub, HR>100 (heart rate greater than 100)"
beta,Infarct,pass,"Infarct, Ischemia","Throat, Jaw, Exertional, Severe, CAD (Coronary artery disease), Age>65, CP1Day (cytopathologists), Diaphoresis, HR>100 (heart rate greater than 100), CTA (Computed Tomography Angiography), Sbp< 100 (systolic blood pressure is less than 100)"
beta,Ischemia,fail,"Eso rupture, Infarct","Nausea, Onset at rest, Sweating, Central, CAD (Coronary artery disease), Age<50, FH (Familial history), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Infarct,pass,"Infarct, Ischemia","Left arm, Heaviness, Persistent, Squeezing, Infarct, Age<50, DM (Diabetes mellitus), Sbp< 100 (systolic blood pressure is less than 100), Sbp>140 (systolic blood pressure is greater than 140), HR>100 (heart rate greater than 100), Diaphoresis"
beta,MS,pass,"MS, GI","Fleeting, Seconds, Hours, Right side, Musculoskeletal, Age<30, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Ischemia,pass,"Infarct, Ischemia","Radiates, Severe, Dull, Left arm, CAD (Coronary artery disease), Age<50, TOB (Tobacco), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Pericarditis,pass,"Pericarditis, MS","Positional, Days, Burning, Improvement with Bending, Pericarditis, Age<60, CP1Day (cytopathologists), RR>20 (respiratory rate is greater than 20), Diaphoresis, JVD> 4cm (jugular venous distension greater than 4 centimeters), Pericardial rub"
beta,Infarct,pass,"Infarct, Ischemia","Gripping, Minutes, Pressure, Squeezing, Infarct, Age<20, TOB (Tobacco), Diaphoresis, CTA (Computed Tomography Angiography), Sbp>140 (systolic blood pressure is greater than 140), HR>100 (heart rate greater than 100)"
beta,Pericarditis,pass,"Pericarditis, PE","Severe, Stabbing, Radiates, Sharp, Pericarditis, Age<20, CP1Day (cytopathologists), T>100.4 (temperature is greater than 100.4), HR>100 (heart rate greater than 100), JVD> 4cm (jugular venous distension greater than 4 centimeters), Diaphoresis"
beta,MS,pass,"MS, CHF","Stabbing, Minutes, Hours, Weeks, Musculoskeletal, Age<30, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Pulmonary,pass,"Pulmonary, Pericarditis","Gradual, Short of breath, Fever, Persistent, COPD (Chronic obstructive pulmonary disease), Age<30, HLD (Hyperlipidemia), RR>20 (respiratory rate is greater than 20), HR>100 (heart rate greater than 100), O2sat < 90 (oxygen saturation level is less than 90), T>100.4 (temperature is greater than 100.4)"
beta,Eso rupture,pass,"Eso rupture, Infarct","Severe, Onset at rest, Gripping, Nausea, G.I. (gastrointestinal), Age<30, CP1Day (cytopathologists), RR>20 (respiratory rate is greater than 20), HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100), Abd tender (Abdominal tender)"
beta,Pericarditis,pass,"Pericarditis, Infarct","Retrosternal, Sharp, Dull, Diffuse, Auto immune, Age>65, CP1Day (cytopathologists), Diaphoresis, Pericardial rub, T>100.4 (temperature is greater than 100.4), RR>20 (respiratory rate is greater than 20)"
beta,AS/AI,pass,"AS/AI, CHF","Nitrate relief, Subacute, Central, Squeezing, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<30, HTN (Hypertension), S3, Rales, CTA (Computed Tomography Angiography), HR>100 (heart rate greater than 100)"
beta,Infarct,pass,"Infarct, Ischemia","Pressure, Squeezing, Vomiting, Sudden, Infarct, Age<50, HTN (Hypertension), HR>100 (heart rate greater than 100), CTA (Computed Tomography Angiography), Sbp>140 (systolic blood pressure is greater than 140), Diaphoresis"
beta,CHF,pass,"CHF, Pulmonary","Heaviness, Cough, Gradual, Short of breath, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<60, CP1Day (cytopathologists), Sbp< 100 (systolic blood pressure is less than 100), HR>100 (heart rate greater than 100), Diaphoresis, Edema"
beta,Pericarditis,pass,"Pericarditis, Infarct","Heaviness, Pressure, Radiates, Tightness, Auto immune, Age>65, CP1Day (cytopathologists), JVD> 4cm (jugular venous distension greater than 4 centimeters), HR>100 (heart rate greater than 100), Diaphoresis, T>100.4 (temperature is greater than 100.4)"
beta,Pericarditis,pass,"Pericarditis, Infarct","Dull, Tightness, Radiating to Back, Left side, Pericarditis, Age<40, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), JVD> 4cm (jugular venous distension greater than 4 centimeters), T>100.4 (temperature is greater than 100.4), Diaphoresis"
beta,CHF,pass,"CHF, AS/AI","Gradual, Short of breath, Tightness, Exertional, CAD (Coronary artery disease), Age<20, HTN (Hypertension), Edema, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), Rales"
beta,Aortic Dissection,pass,"Aortic Dissection, Eso rupture","Tearing, Sudden, Heaviness, Onset at rest, CTD (connective tissue disease), Age<60, GreaterCRF's (Chronic renal failure), Diaphoresis, BP differential, Murmur Diastolic, Sbp< 100 (systolic blood pressure is less than 100)"
beta,Eso rupture,pass,"Eso rupture, GI","Distress, Onset at rest, Stabbing, Acid reflux, Hx ESO, Age<60, CP1Day (cytopathologists), Abd tender (Abdominal tender), Sbp< 100 (systolic blood pressure is less than 100), Diaphoresis, HR>100 (heart rate greater than 100)"
beta,Pulmonary,pass,"Pulmonary, PE","Persistent, Days, Cough, Fever, COPD (Chronic obstructive pulmonary disease), Age<50, HLD (Hyperlipidemia), Diaphoresis, Pleural Rub, RR>20 (respiratory rate is greater than 20), O2sat < 90 (oxygen saturation level is less than 90)"
beta,GI,pass,"GI, Ischemia","Gradual, Hours, Vomiting, Dull, G.I. (gastrointestinal), Age<30, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,Eso rupture,pass,"Eso rupture, Aortic Dissection","Vomiting, Severe, Tearing, Throat, Esophagus, Age<50, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100), RR>20 (respiratory rate is greater than 20), Abd tender (Abdominal tender)"
beta,Pericarditis,pass,"Pericarditis, PE","Heaviness, Pleuritic, Sharp, Diffuse, Pericarditis, Age>65, CP1Day (cytopathologists), JVD> 4cm (jugular venous distension greater than 4 centimeters), T>100.4 (temperature is greater than 100.4), Pericardial rub, Diaphoresis"
beta,PE,pass,"PE, Pericarditis","Burning, Sudden, Pleuritic, Severe, PE/DVT (Deep Vein Thrombosis and Pulmonary Embolism), Age>65, Calf pain/swell, R S3, Sbp< 100 (systolic blood pressure is less than 100), HR>100 (heart rate greater than 100), Diaphoresis"
beta,PE,pass,"PE, Pericarditis","Onset at rest, Pleuritic, Short of breath, Sharp, Coagulopathy, Age<60, CP1Day (cytopathologists), Sbp< 100 (systolic blood pressure is less than 100), RR>20 (respiratory rate is greater than 20), R S3, HR>100 (heart rate greater than 100)"
beta,AS/AI,pass,"AS/AI, CHF","Weeks, Dull, Diffuse, Short of breath, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<60, HLD (Hyperlipidemia), Rales, Murmur systolic, Sbp< 100 (systolic blood pressure is less than 100), HR>100 (heart rate greater than 100)"
beta,Infarct,pass,"Infarct, Pericarditis","Retrosternal, Throat, Left side, Diffuse, CAD (Coronary artery disease), Age>65, HLD (Hyperlipidemia), Diaphoresis, Sbp>140 (systolic blood pressure is greater than 140), Sbp< 100 (systolic blood pressure is less than 100), HR>100 (heart rate greater than 100)"
beta,Pericarditis,pass,"Pericarditis, Eso rupture","Tightness, Central, Radiates, Stabbing, Pericarditis, Age<20, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), Pericardial rub, RR>20 (respiratory rate is greater than 20), Diaphoresis"
beta,Aortic Dissection,pass,"Aortic Dissection, Infarct","Squeezing, Tightness, Severe, Pressure, Aortic dissection, Age<40, GreaterCRF's (Chronic renal failure), Diaphoresis, Sbp< 100 (systolic blood pressure is less than 100), BP differential, Sbp>140 (systolic blood pressure is greater than 140)"
beta,GI,pass,"GI, Eso rupture","Ache, Acid reflux, Retrosternal, Vomiting, G.I. (gastrointestinal), Age<60, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,Ischemia,pass,"Infarct, Ischemia","Severe, Left arm, Persistent, Exertional, Infarct, Age<20, TOB (Tobacco), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,PE,pass,"PE, Pericarditis","Onset at rest, Stabbing, Pleuritic, Short of breath, Coagulopathy, Age<60, CP1Day (cytopathologists), Sbp< 100 (systolic blood pressure is less than 100), HR>100 (heart rate greater than 100), Diaphoresis, RR>20 (respiratory rate is greater than 20)"
beta,AS/AI,pass,"AS/AI, CHF","Weeks, Central, Short of breath, Diffuse, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<60, HTN (Hypertension), JVD> 4cm (jugular venous distension greater than 4 centimeters), Rales, Murmur Diastolic, Low carotid puls"
beta,CHF,pass,"CHF, Pulmonary","Subacute, Cough, Heaviness, Exertional, Infarct, Age<40, CP1Day (cytopathologists), O2sat < 90 (oxygen saturation level is less than 90), Sbp< 100 (systolic blood pressure is less than 100), Sbp>140 (systolic blood pressure is greater than 140), Edema"
beta,PE,pass,"PE, Pericarditis","Radiates, Pleuritic, Stabbing, Pressure, Coagulopathy, Age<60, Calf pain/swell, RR>20 (respiratory rate is greater than 20), Pleural Rub, R S3, HR>100 (heart rate greater than 100)"
beta,Pericarditis,pass,"Pericarditis, PE","Stabbing, Gradual, Improvement with Bending, Pleuritic, Pericarditis, Age<40, CP1Day (cytopathologists), Pericardial rub, Diaphoresis, RR>20 (respiratory rate is greater than 20), HR>100 (heart rate greater than 100)"
beta,AS/AI,pass,"AS/AI, CHF","Central, Nitrate relief, Squeezing, Short of breath, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age>65, HTN (Hypertension), Murmur systolic, HR>100 (heart rate greater than 100), CTA (Computed Tomography Angiography), S3"
beta,Pulmonary,pass,"Pulmonary, PE","Days, Gradual, Short of breath, Persistent, COPD (Chronic obstructive pulmonary disease), Age<50, HLD (Hyperlipidemia), Pleural Rub, Diaphoresis, O2sat < 90 (oxygen saturation level is less than 90), RR>20 (respiratory rate is greater than 20)"
beta,Infarct,pass,"Ischemia, Infarct","Radiates, Exertional, Retrosternal, Left arm, CAD (Coronary artery disease), Age<40, HTN (Hypertension), CTA (Computed Tomography Angiography), Sbp>140 (systolic blood pressure is greater than 140), Sbp< 100 (systolic blood pressure is less than 100), HR>100 (heart rate greater than 100)"
beta,Pericarditis,pass,"Pericarditis, Eso rupture","Severe, Radiates, Burning, Days, Pericarditis, Age<20, CP1Day (cytopathologists), Diaphoresis, RR>20 (respiratory rate is greater than 20), JVD> 4cm (jugular venous distension greater than 4 centimeters), T>100.4 (temperature is greater than 100.4)"
